🇨🇳央视频道,#genre#
올리브http://1.236.14.10:9981/stream/channelid/48?ticket=
FOX,http://222.98.109.224:9981/stream/channelid/31?ticket=6DAE034785AA1B91B0EFE10F7C5C2226C6F4DAD0
코미디TV,http://222.98.109.224:9981/stream/channelid/32?ticket=BA5FA935FB1DAB2F598F3CA495A83F3892098F9B
综艺,http://14.49.86.138:9981/stream/channelid/553838573?ticket=A205A77A19E3E6AE539F7FBCD634F014832075DA&profile=pass
CJ오쇼핑 플러스,http://14.49.86.138:9981/stream/channelid/958661849?ticket=899E986687EBB48C4224704EB95AB2D16AD66FA4&profile=pass
AXN,http://121.160.86.119:9981/stream/channelid/81?ticket=FD318C886693A2DBCE816F68CE42A46AD8C6B07A
Mplex,http://121.160.86.119:9981/stream/channelid/21?ticket=AB42AA1C7D0F070F7B2AB7F9A5EF500770855C9F
TRENDY,http://121.160.86.119:9981/stream/channelid/80?ticket=0929C8AE9AF508AE7A6D13985140AD682019D202
TV조선,http://121.160.86.119:9981/stream/channelid/41?ticket=94837900DBC4EC43A00CC6BCFF159566802B7BF6
씨네프,http://121.160.86.119:9981/stream/channelid/60?ticket=E3EF05E242C78E3C8336A14626E9F59AEE2AA25B
채널S,http://121.160.86.119:9981/stream/channelid/10?ticket=791BFF250B431F1C0CAAB0D193916E246DF068A8
채널S동네방네,http://121.160.86.119:9981/stream/channelid/11?ticket=9251BF1940E99C7411118EE3FE4B9889BEDD0C64
채널뷰,http://121.160.86.119:9981/stream/channelid/51?ticket=E647644EF947FB6AAE956C94A24FEFBC7C67ECCB
채널차이나,http://121.160.86.119:9981/stream/channelid/53?ticket=9A5DFD9B88BAEECB2F821AF87361F147A2AF5AF6
패션앤,http://121.160.86.119:9981/stream/channelid/92?ticket=BBD00361A05B47A47AD94373708D0799887ABF18
Mplex,http://110.47.7.144:9981/stream/channelid/65?
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
KCTV,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
TJBSBS,http://1.245.74.5:1935/live/tv/chunklist_w1321158460.m3u8
CJBSBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
TJBSBS,http://1.245.74.5:1935/live/tv/.m3u8
MBN,https://wms2-kortv.akamaized.net/a_live/81992167/smil:20tv121.smil/chunklist_b2500000.m3u8
BTN,http://btn.nowcdn.co.kr/btn/btnlive2m/playlist.m3u8
평화방송http://110.47.7.144:9981/stream/channelid/64?ticket=3662ABD728AFD0F7429ACAD6D379422C487E7480
CBShttp://110.47.7.144:9981/stream/channelid/63?ticket=B5E3C7D0A99E04552194F54922A71361B50AE5A4
KBSDhttp://110.47.7.144:9981/stream/channelid/6
JTBC 2http://110.47.7.144:9981/stream/channelid/81
JTBC4http://110.47.7.144:9981/stream/channelid/62
OC Nhttp://110.47.7.144:9981/stream/channelid/48
tvNhttp://110.47.7.144:9981/stream/channelid/44
STBhttp://110.47.7.144:9981/stream/channelid/15
Ehttp://110.47.7.144:9981/stream/channelid/25
IHQhttp://110.47.7.144:9981/stream/channelid/27
SCREENhttp://110.47.7.144:9981/stream/channelid/28
Mnethttp://110.47.7.144:9981/stream/channelid/29
30http://110.47.7.144:9981/stream/channelid/30
OCN MOVIEShttp://110.47.7.144:9981/stream/channelid/45
JTBChttp://110.47.7.144:9981/stream/channelid/46
ENA PLAYhttp://110.47.7.144:9981/stream/channelid/50
DONEhttp://110.47.7.144:9981/stream/channelid/51
YTNhttp://110.47.7.144:9981/stream/channelid/53
SPOTVhttp://110.47.7.144:9981/stream/channelid/56
CHINGhttp://110.47.7.144:9981/stream/channelid/71
CNTVhttp://110.47.7.144:9981/stream/channelid/73
NOWhttp://110.47.7.144:9981/stream/channelid/94
中华TVhttp://110.47.7.144:9981/stream/channelid/97
CMCTVhttp://110.47.7.144:9981/stream/channelid/98
ENAhttp://110.47.7.144:9981/stream/channelid/99
OL!FEhttp://175.207.220.199:9981/stream/channelid/33199828?ticket=
TVC2http://175.207.220.199:9981/stream/channelid/429974246?
ONCEhttp://175.207.220.199:9981/stream/channelid/417888638
MBC,http://123.254.72.24:1935/tvlive/livestream2/chunklist_w265464937.m3u8
GENIETVhttp://175.207.220.199:9981/stream/channelid/1089353828?ticket=
GENIETVhttp://175.207.220.199:9981/stream/channelid/79438460?ticket=
job plus,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
http://8.ykwlm.sinaapp.com/han3.php?id=10
CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
aNhttp://175.207.220.199:9981/stream/channelid/1265183448
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
C,http://112.175.51.214:1935/live/myStream/playlist.m3u8
TJMBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
BSMBC,http://stream.bsmbc.com/livetv/BusanMBC_TV_onairstream/playlist.m3u8
JEJUMBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
CJMBC,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
소상공인방송,http://139.150.248.29:1935/smartlive/558/91258ac21591769e21f41b96f26d883e/playlist.m3u8
한국가요채널Korean Song,http://live.kytv.co.kr:8080/hls/stream.m3u8
KBC SBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
UBC SBS,http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
KBS1http://220.95.92.160:9981/stream/channelid/660474352
KBS2,http://183.99.22.189:9981/stream/channelid/806525648?ticket=2CAD38B571549F19B45E89A4DA61B7F2F1293FE2&profile=pass
KBS2,http://183.99.22.189:9981/stream/channelid/1564137658
KBS1http://106.246.92.3:9981/stream/channelid/22
KBS1,mitv://generationnexxxt.com:19806/28676e413f2a477ababeae97e87ef855
KBS2,mitv://generationnexxxt.com:19806/fa378d3829f643d2a87c4c754bbae507
JTBC,mitv://generationnexxxt.com:19806/4e234cda667b42a8bc3081db3b08bfce
Mnet,mitv://generationnexxxt.com:19806/e4f2d41cce0c4f85a2019f13d1bb2aeb
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
JTBC3http://106.246.92.3:9981/stream/channelid/50
JTBC4http://106.246.92.3:9981/stream/channelid/51
CNTVhttp://106.246.92.3:9981/stream/channelid/94
AXNhttp://106.246.92.3:9981/stream/channelid/32
연합뉴스TV,https://wms211-kortv.akamaized.net/a_live/34402987/smil:20ch211.smil/chunklist_b2500000.m3u8
MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
Mubeat,https://stream.ads.ottera.tv/playlist.m3u8?network_id=711
SBS,http://183.99.22.189:9981/stream/channelid/1124346476?
BBSTV(불교),http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
NBS한국농업방송,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
https://media.joycorp.co.kr:4443/live/live_360p/playlist.m3u8
O C N,http://117.123.30.250:9981/stream/channelid/35?
JT BC2,http://117.123.30.250:9981/stream/channelid/71?
ANIONE,http://117.123.30.250:9981/stream/channelid/58
SBS,http://117.123.30.250:9981/stream/channelid/86
MBC,http://117.123.30.250:9981/stream/channelid/84
MBC D,http://117.123.30.250:9981/stream/channelid/59
패션앤,http://117.123.30.250:9981/stream/channelid/39
한국경제TV,http://117.123.30.250:9981/stream/channelid/77
EDGE,http://117.123.30.250:9981/stream/channelid/2
FUN,http://117.123.30.250:9981/stream/channelid/3
MBCON,http://117.123.30.250:9981/stream/channelid/7
SPOTV,http://117.123.30.250:9981/stream/channelid/8
E,http://117.123.30.250:9981/stream/channelid/10
tvN,http://117.123.30.250:9981/stream/channelid/11
CJ,http://117.123.30.250:9981/stream/channelid/12
롯데홈쇼핑,http://117.123.30.250:9981/stream/channelid/15
MBN,http://117.123.30.250:9981/stream/channelid/20
채널A,http://117.123.30.250:9981/stream/channelid/22
DR CUBE,http://117.123.30.250:9981/stream/channelid/24
KTV,http://117.123.30.250:9981/stream/channelid/27
연합뉴스TV,http://117.123.30.250:9981/stream/channelid/29
YTN,http://117.123.30.250:9981/stream/channelid/30
ANIMAX,http://117.123.30.250:9981/stream/channelid/33
뷰,http://117.123.30.250:9981/stream/channelid/34
SCREEN,http://117.123.30.250:9981/stream/channelid/36
OCN MOVIES,http://117.123.30.250:9981/stream/channelid/37
OCN MOVIES2,http://117.123.30.250:9981/stream/channelid/40
CNTV,http://117.123.30.250:9981/stream/channelid/6
Foxhttp://117.123.30.250:9981/stream/channelid/53
JTBC,http://117.123.30.250:9981/stream/channelid/18
TV asia,http://117.123.30.250:9981/stream/channelid/52
KBS1,http://117.123.30.250:9981/stream/channelid/85
인디필름http://117.123.30.250:9981/stream/channelid/5
CINE F,http://117.123.30.250:9981/stream/channelid/38
F,http://117.123.30.250:9981/stream/channelid/39
ENA,http://117.123.30.250:9981/stream/channelid/41
iHQ,http://117.123.30.250:9981/stream/channelid/43
Mnet,http://117.123.30.250:9981/stream/channelid/45
ENA S,http://117.123.30.250:9981/stream/channelid/46
K STAR,http://117.123.30.250:9981/stream/channelid/48
tvN D,http://117.123.30.250:9981/stream/channelid/49
SKY SP,http://117.123.30.250:9981/stream/channelid/50
tvN S,http://117.123.30.250:9981/stream/channelid/51
TVA P,http://117.123.30.250:9981/stream/channelid/52
NOW,http://117.123.30.250:9981/stream/channelid/53
KBSN,http://117.123.30.250:9981/stream/channelid/55
event,http://117.123.30.250:9981/stream/channelid/56
CTS,http://117.123.30.250:9981/stream/channelid/60
BTN,http://117.123.30.250:9981/stream/channelid/61
cpbc,http://117.123.30.250:9981/stream/channelid/62
CS2,http://117.123.30.250:9981/stream/channelid/63
SBS P,http://117.123.30.250:9981/stream/channelid/64
KBS D,http://117.123.30.250:9981/stream/channelid/65
inet,http://117.123.30.250:9981/stream/channelid/66
MBC SP,http://117.123.30.250:9981/stream/channelid/67
SBS SP,http://117.123.30.250:9981/stream/channelid/68
SBS B,http://117.123.30.250:9981/stream/channelid/69
MBC M,http://117.123.30.250:9981/stream/channelid/70
CMC가족오락,http://117.123.30.250:9981/stream/channelid/73
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
TV2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=623
TV3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=644
TV5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
TV6,https://stream.ads.ottera.tv/playlist.m3u8?network_id=751
137购物http://114.108.31.23:80/live/10011.m3u8
SAND BOXhttp://58.142.60.62:9981/stream/channelid/167222103?profile=pass

14,https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
JUMBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
jtbc2http://222.237.71.141:9981/stream/channelid/1803658735?profile=pass
K STARhttp://121.136.153.200:9981/stream/channelid/41

💕日本频道,#genre#
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHK世界,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
NTV News24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
Nippon,https://ntv4.mov3.co/hls/ntv.m3u8
NHKG,https://nhk4.mov3.co/hls/nhk.m3u8
NHKWorld Premium,https://cdn1.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
東映チャンネル ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs27
映画 ,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=cs14&channel=zhongying
ホームドラマチャンネル Home Drama Channel,http://103.36.32.14:5002/cs27.m3u8?token=guoziyun&gid=cs27&channel=zhongying
NHK BS1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11&isp=10&bind=0&uin=159413&playseek=0
NHK BSプレミアム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&isp=10&bind=0&uin=159413&playseek=0
BS日テレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=10&bind=0&uin=159413&playseek=0
BS朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
BS-TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=10&bind=0&uin=159413&playseek=0
BSテレ東,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=10&bind=0&uin=159413&playseek=0
BSフジ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=10&bind=0&uin=159413&playseek=0
WOWOW プライム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=10&bind=0&uin=159413&playseek=0
WOWOW ライブ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20&isp=10&bind=0&uin=159413&playseek=0
WOWOW シネマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=10&bind=0&uin=159413&playseek=0
BSアニマックス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&isp=10&bind=0&uin=159413&playseek=0
J Sports 1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18&isp=10&bind=0&uin=159413&playseek=0
J Sports 2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19&isp=10&bind=0&uin=159413&playseek=0
J Sports 3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=10&bind=0&uin=159413&playseek=0
J Sports 4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=10&bind=0&uin=159413&playseek=0
日本映画専門ch" tvg-logo="https://i.imgur.com/vMtPnYi.png" group-title="BS
10,http://142.171.31.242:5002/cs10.m3u8?token=guoziyun&gid=10&channel=zhongying
TBS NEWS,http://142.171.31.242:5002/cs11.m3u8?token=guoziyun&gid=11&channel=zhongying
12,http://142.171.31.242:5002/cs12.m3u8?token=guoziyun&gid=12&channel=zhongying
13,http://142.171.31.242:5002/cs13.m3u8?token=guoziyun&gid=13&channel=zhongying
14,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=14&channel=zhongying
17,http://142.171.31.242:5002/cs17.m3u8?token=guoziyun&gid=17&channel=zhongying
18,http://142.171.31.242:5002/cs18.m3u8?token=guoziyun&gid=18&channel=zhongying
19,http://142.171.31.242:5002/cs19.m3u8?token=guoziyun&gid=19&channel=zhongying
20,http://142.171.31.242:5002/cs20.m3u8?token=guoziyun&gid=20&channel=zhongying
http://142.171.31.242:5002/cs22.m3u8?token=guoziyun&gid=22&channel=zhongying
23,http://142.171.31.242:5002/cs23.m3u8?token=guoziyun&gid=23&channel=zhongying
24,http://142.171.31.242:5002/cs24.m3u8?token=guoziyun&gid=24&channel=zhongying
10 cs,http://103.36.32.14:5002/cs10.m3u8?token=guoziyun&gid=bs10&channel=zhongying
11 cs,http://103.36.32.14:5002/cs11.m3u8?token=guoziyun&gid=bs11&channel=zhongying
12 cs,http://103.36.32.14:5002/cs12.m3u8?token=guoziyun&gid=bs12&channel=zhongying
13 cs,http://103.36.32.14:5002/cs13.m3u8?token=guoziyun&gid=bs13&channel=zhongying
14 cs,http://103.36.32.14:5002/cs14.m3u8?token=guoziyun&gid=bs14&channel=zhongying
15 cs,http://103.36.32.14:5002/cs15.m3u8?token=guoziyun&gid=bs15&channel=zhongying
16 cs,http://103.36.32.14:5002/cs16.m3u8?token=guoziyun&gid=bs16&channel=zhongying
17 cs,http://103.36.32.14:5002/cs17.m3u8?token=guoziyun&gid=bs17&channel=zhongying
18 cs,http://103.36.32.14:5002/cs18.m3u8?token=guoziyun&gid=bs18&channel=zhongying
19 cs,http://103.36.32.14:5002/cs19.m3u8?token=guoziyun&gid=bs19&channel=zhongying
20 cs,http://103.36.32.14:5002/cs20.m3u8?token=guoziyun&gid=bs20&channel=zhongying
21 cs,http://103.36.32.14:5002/cs21.m3u8?token=guoziyun&gid=bs21&channel=zhongying
22 cs,http://103.36.32.14:5002/cs22.m3u8?token=guoziyun&gid=bs22&channel=zhongying
23 cs,http://103.36.32.14:5002/cs23.m3u8?token=guoziyun&gid=bs23&channel=zhongying
24 cs,http://103.36.32.14:5002/cs24.m3u8?token=guoziyun&gid=bs24&channel=zhongying
25 cs,http://103.36.32.14:5002/cs25.m3u8?token=guoziyun&gid=bs25&channel=zhongying
26 cs,http://103.36.32.14:5002/cs26.m3u8?token=guoziyun&gid=bs26&channel=zhongying
27 cs,http://103.36.32.14:5002/cs27.m3u8?token=guoziyun&gid=bs27&channel=zhongying
28 cs,http://103.36.32.14:5002/cs28.m3u8?token=guoziyun&gid=bs28&channel=zhongying
29 cs,http://103.36.32.14:5002/cs29.m3u8?token=guoziyun&gid=bs29&channel=zhongying
11 bs,http://103.36.32.14:5002/bs11.m3u8?token=guoziyun&gid=bs11&channel=zhongying
12 bs,http://103.36.32.14:5002/bs12.m3u8?token=guoziyun&gid=bs12&channel=zhongying
14 bs,http://103.36.32.14:5002/bs14.m3u8?token=guoziyun&gid=bs14&channel=zhongying
15 bs,http://103.36.32.14:5002/bs15.m3u8?token=guoziyun&gid=bs15&channel=zhongying
18 bs,http://103.36.32.14:5002/bs18.m3u8?token=guoziyun&gid=bs18&channel=zhongying
19 bs,http://103.36.32.14:5002/bs19.m3u8?token=guoziyun&gid=bs19&channel=zhongying
20 bs,http://103.36.32.14:5002/bs20.m3u8?token=guoziyun&gid=bs20&channel=zhongying
21 bs,http://103.36.32.14:5002/bs21.m3u8?token=guoziyun&gid=bs21&channel=zhongying
22 bs,http://103.36.32.14:5002/bs22.m3u8?token=guoziyun&gid=bs22&channel=zhongying
24 bs,http://103.36.32.14:5002/bs24.m3u8?token=guoziyun&gid=bs24&channel=zhongying
25 bs,http://103.36.32.14:5002/bs25.m3u8?token=guoziyun&gid=bs25&channel=zhongying
26 bs,http://103.36.32.14:5002/bs26.m3u8?token=guoziyun&gid=bs26&channel=zhongying
27 bs,http://103.36.32.14:5002/bs27.m3u8?token=guoziyun&gid=bs27&channel=zhongying
28 bs,http://103.36.32.14:5002/bs28.m3u8?token=guoziyun&gid=bs28&channel=zhongying
31 bs,http://103.36.32.14:5002/bs31.m3u8?token=guoziyun&gid=bs31&channel=zhongying
bs01,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01
bs02,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02
bs03,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03
bs04,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04
bs05,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05
bs06,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06
bs07,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07
bs08,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08
bs11,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11
bs12,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12
bs14,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs14
bs15,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15
bs18,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18
bs19,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19
bs20,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20
bs21,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21
bs22,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22
迪士尼,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs24
bs25,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs25
bs26,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs26
bs27,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27
bs28,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28
bs31,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs31
cs01,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs01
cs02,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs02
cs03,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs03
cs04,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs04
cs05,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs05
cs06,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs06
cs07,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs07
cs08,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs08
cs09,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs09
cs10,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs10
cs11,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs11
cs12,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs12
cs13,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs13
cs14,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs14
cs15,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
cs16,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs16
cs17,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs17
cd18,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs18
cs19,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs19
cs20,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs20
cs21,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs21
cs22,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs22
cs23,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs23
cs24,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs24
cs26,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs26
cs27,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs27
cs28,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs28
cs29,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs29
gx01,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx01
gx02,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx02
gx03,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx03
gx04,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx04
gx05,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx05
gx06,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx06
gx07,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx07
天气新闻https://movie.mcas.jp/mcas/wn1_2/master.m3u8
天气新闻http://movie.mcas.jp/mcas/smil:wn1.smil/chunklist_b1800000.m3u8
NHK Educational TV,http://202.60.106.14:8080/1302/playlist.m3u8
テレビ朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
時代劇専門,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS292&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
女性チャンネルLaLaTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS314&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
チャンネル銀河 ,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS305&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Action,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS311&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
FOX,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS312&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Music Japan,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS323&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSTV,https://br5093.streamingdevideo.com.br/bstv/bstv/chunklist_w785516268.m3u8
TBS,https://tbs2.mov3.co/hls/tbs.m3u8
QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
💕美国,#genre#
红牛TV,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8?
NASA,https://ntv1.akamaized.net:443/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8?
ESTV,https://estv-rakuten-samsung.amagi.tv/playlist.m3u8?utm_medium=social&utm_source=heylink.me
ABC NEWShttp://honeywatch.net:80/play/live.php?mac=00:1A:79:A5:9F:91&stream=174535&extension=ts&play_token=Xordb9Yrqd
美国中文http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
ABC News,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
CNN,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/a34479f36e18de8ab839234f2a59ab7c.m3u8
CNN USA,http://38.44.109.41:8888/play/a00d
Action MAX,http://honeywatch.net:80/play/live.php?mac=00:1A:79:A5:9F:91&stream=174538&extension=ts&play_token=tcXAKx88Rl
A2iNaija,https://stream.sen-gt.com/A2iNaija/myStream/playlist.m3u8
A2iMusic,https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8
